Sentence_ID,Source,Sentences,Labels,Entities,SentFIN_ID,Word Count
3688,Financial Phrasebank,No service pricing details were disclosed .,1,,,
3689,Financial Phrasebank,"Nordea Bank AB publ holds 6.000 Alma Media shares , representing 0.008 % of share capital and voting rights .",1,,,
3690,Financial Phrasebank,Nordea Pankki Suomi Oyj 's ownership in Stonesoft Corporation has decreased below 1-20 .,1,,,
3691,Financial Phrasebank,Nordea will coordinate the syndicated loan .,1,,,
3692,Financial Phrasebank,Nordstjernan has used its option to buy another 22.4 % stake of Salcomp 's shares and votes .,1,,,
3693,Financial Phrasebank,N-Viro operates processing facilities independently as well as in partnership with municipalities .,1,,,
3694,Financial Phrasebank,"Okmetic closed its plant in Espoo in early 2004 , and all production lines from the site were moved to Okmetic 's plants in Vantaa , Finland and Texas , USA .",1,,,
3695,Financial Phrasebank,"Okmetic has a global customer base and sales network , production plants in Finland and the US and contract manufacturers in Japan and China .",1,,,
3696,Financial Phrasebank,"On preliminary estimate , the hotel will operate under the brand Novotel .",1,,,
3697,Financial Phrasebank,One of the largest projects of the magazine division of SanomaWSOY - Sanoma Magazines International in 2006 became launch of the Russian magazine Gloriya .,1,,,
3698,Financial Phrasebank,"Operating profit of operations in Finland in the period under review totaled EUR 11.3 mn , remaining at the 2005 level .",1,,,
3699,Financial Phrasebank,OP-Pohjola Group 's capital adequacy ratio under the Act on Credit Institutions stood at 12.1 % and Tier 1 ratio at 12.1 % .,1,,,
3700,Financial Phrasebank,"Our customers include companies in the energy and process industry sectors , in particular .",1,,,
3701,Financial Phrasebank,"Our key geographical markets are Europe , Russian Federation , Middle-East , South-Africa and Japan .",1,,,
3702,Financial Phrasebank,Our tools are specifically designed with the needs of both the business users and ICT experts in mind .,1,,,
3703,Financial Phrasebank,"Outotec 's delivery covers the engineering , supply and construction of a circulating fluid bed calcination plant with a capacity of 1,600 tons of alumina per day .",1,,,
3704,Financial Phrasebank,"OVA Press has a 60 % stake in the joint venture , while IMSM holds a 40 % stake .",1,,,
3705,Financial Phrasebank,"Panostaja owns a 68.77 pct of share capital and the voting rights of Suomen Helasto shares following an exchange of shares which was carried out on May 30 , 2007 .",1,,,
3706,Financial Phrasebank,"Panostaja Plc today acquired the entire share capital of Suomen Graafiset Palvelut Ltd , a provider of printing services .",1,,,
3707,Financial Phrasebank,"Paper company M-real calculated that if 100,000 biscuit cartons are made using a 25gsm lighter board , the CO2 saved over the course of 12 months would be equal to that generated by driving 1,000 km by car .",1,,,
3708,Financial Phrasebank,"Paper stocks were among the biggest fallers , with Stora Enso down 2.30 pct to 14.01 eur , M-real down 2.86 pct to 5.09 eur and UPM-Kymmene 1.14 pct lower at 19.10 eur .",0,,,
3709,Financial Phrasebank,Part of the reductions will be made through retirement arrangements .,1,,,
3710,Financial Phrasebank,"Payment for acquired shares will be made in cash , and the price per share will be EUR 1 plus an administration fee .",1,,,
3711,Financial Phrasebank,"pct lower at 4,442.10 .",1,,,
3712,Financial Phrasebank,Pharmaceutical market in Czech Republic Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Czech Republic .,1,,,
3713,Financial Phrasebank,Pharmaceutical market in Italy Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Italy .,1,,,
3714,Financial Phrasebank,Pharmaceutical market in Netherlands Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Netherlands .,1,,,
3715,Financial Phrasebank,"Previously , it projected the figure to be slightly lower than in 2009 .",1,,,
3716,Financial Phrasebank,"Previously , the company expected its 2008 financial performance to remain at the same level as in 2008 .",1,,,
3717,Financial Phrasebank,Profit after taxes totaled EUR 12.1 mn .,1,,,
3718,Financial Phrasebank,QPR ProcessGuide is available as a system solution with centralized storage and management of process content as well as a standalone desktop version ; QPR ProcessGuide Xpress .,1,,,
3719,Financial Phrasebank,"Quartal Oy now owns 2,094,063 shares in Satama Interactive Plc , which represents 5,19 per cent of the share capital and voting rights .",1,,,
3720,Financial Phrasebank,Renesas Mobile Europe Ltd has approximately 470 employees in Oulu .,1,,,
3721,Financial Phrasebank,Rihko said the sale will enable the company to concentrate on its grain-based business .,1,,,
3722,Financial Phrasebank,Rihko started to manage Raisio 's Benecol business in summer 2006 after heading tobacco company Altadis ' European operations .,1,,,
3723,Financial Phrasebank,RIM has revamped the BlackBerry OS UI with the 6.0 version of the mobile operating system .,1,,,
3724,Financial Phrasebank,Rimi supermarket is the key customer in Magistral center .,1,,,
3725,Financial Phrasebank,"Rimvesta is now controlled by the Estonian-owned real estate development company ELL Nekilnojamas Turtas , which a member of Merko , the largest construction group in the Baltic countries .",1,,,
3726,Financial Phrasebank,"Risto Raty , Tekla 's executive vice president , said that Tekla Structures and ArchiCAD will cover the entire design and documentation workflow throughout a construction project .",1,,,
3727,Financial Phrasebank,"Rohwedder Group is an automotive supplies , telecommunications and electronics industry provider for customers in Europe , North America and Asia .",1,,,
3728,Financial Phrasebank,Rosa is one of the best-known Duckburg illustrators .,1,,,
3729,Financial Phrasebank,RSA 's shares closed at 156.9 p at the time of going to press .,1,,,
3730,Financial Phrasebank,Rubin says he expects Capman to announce 1-2 additional transactions in 2009 .,1,,,
3731,Financial Phrasebank,Russia 's Video International Group holds a controlling stake in Russian Media Ventures .,1,,,
3732,Financial Phrasebank,"'s Outokumpu Technology business will begin trading on the Nordic Exchange in Helsinki starting Oct. 10 , becoming the sixth company to list on that exchange this year , the company said Friday .",1,,,
3733,Financial Phrasebank,"Salo , Finland , 29 August 2006 - Benefon has today announced its plans to further strengthen its in-house technology platform , by licensing the complete mobile software platform , Opna , from its long-standing technology partner , Pollex .",2,,,
3734,Financial Phrasebank,"Sampo Group that has become a major shareholder in Nordea owns TrygVesta 's main competitor , If P & C Insurance .",1,,,
3735,Financial Phrasebank,Scanfil holdings include 100 % of contract electronics manufacturer Scanfil EMS Group .,1,,,
3736,Financial Phrasebank,"Since the registration of the shares subscribed in a directed share issue , the new number of Panostaja shares and voting rights is 41,733,110 .",1,,,
3737,Financial Phrasebank,"Stora Enso 's business in North America has annual capacity of about 3 million tons and employs about 4,350 people .",1,,,
3738,Financial Phrasebank,Stora Enso will receive a 19.9 pct equity interest in the combined company .,1,,,
3739,Financial Phrasebank,Stora is due to release its fourth-quarter and 2009 full-year earnings on Feb. 4 .,1,,,
3740,Financial Phrasebank,Storengy is the GDF SUEZ company that is dedicated to the underground storage of natural gas .,1,,,
3741,Financial Phrasebank,Strand Associates is expanding its Madison corporate headquarters with space to add about 100 employees to the engineering firm .,2,,,
3742,Financial Phrasebank,Talentum acquired a 47.5 pct stake in Varesvuo Partners in 1997 and the remaining in 2002 and 2005 .,1,,,
3743,Financial Phrasebank,"Technopolis , St. Petersburg 's Telecommunications University and the Russian Support Fund for Legislative Initiatives signed a protocol of intent in May of this year to set up a technopark in St. Petersburg on the base of the St. Petersburg Telecommunications University .",1,,,
3744,Financial Phrasebank,"Technopolis has Finnish operations in Oulu , Vantaa , Espoo , Lappeenranta , Jyvaskyla and Tampere and is also preparing to expand its operations to Russia .",1,,,
3745,Financial Phrasebank,"Technopolis has set aside a plot of land measuring 4.6 hectares to build the park , Mikkonen said .",1,,,
3746,Financial Phrasebank,Tekla Group 's net sales for 2006 were approximately 50 million euros and operating result 13.6 million euros .,1,,,
3747,Financial Phrasebank,Teleste expects to start the deliveries at the end of 2009 .,1,,,
3748,Financial Phrasebank,"Thanks to its extensive industry and operations experience , Cybercom offers strategic and technological expertise to these markets : telecom , industry , media , public sector , retail , and banking and financial services .",1,,,
3749,Financial Phrasebank,"That address also happens to house Italian megamart Eataly , meaning that `` Come on , kids , we 're going to the Toy Building ! ''",1,,,
3750,Financial Phrasebank,"The 3C Expo is a signature show in Dongguan , which is supported by the Dongguan Municipal Government every year , featuring computer accessories , software , communication and network products .",1,,,
3751,Financial Phrasebank,"The acquired business main asset is a mobile authentication and signing solution , branded as Tectia MobileID , which provides authentication to web e-mail , SSL-VPN , MS SharePoint , Tectia Secure Solutions and other applications and resources .",1,,,
3752,Financial Phrasebank,The acquisition is part of Ramirent 's Central and Eastern European growth strategy .,1,,,
3753,Financial Phrasebank,The acquisition is part of Ramirent 's strategy to strengthen its position in selected locations .,2,,,
3754,Financial Phrasebank,The agreement includes application maintenance and support services .,1,,,
3755,Financial Phrasebank,The agreement includes the entire process of managing Mercator 's supply chain in all regions where the company is currently present .,1,,,
3756,Financial Phrasebank,"The Americas represents 25 % of Gemalto 's billing , and Latin America is one of the fastest growing regions for the company .",1,,,
3757,Financial Phrasebank,The annual value of the contracts is estimated at USD 2mn over the next three years .,1,,,
3758,Financial Phrasebank,"The area will also include some central buildings , and Honkarakenne has started negotiations on their delivery .",1,,,
3759,Financial Phrasebank,"The bank also expects additional costs , related to the Dash 8 - Q400 jets , which the group shelved in October 2007 .",1,,,
3760,Financial Phrasebank,The bank 's leasing arm Nordea Liising ended the year with a profit of 4.4 million euros .,1,,,
3761,Financial Phrasebank,"The Board established a Remuneration Committee with following members : - Sari Baldauf Chairman - Tapio Hintikka - Heikki Westerlund In addition , the Board decided to appoint a Nomination Committee at a later stage .",1,,,
